gen,album,artist,track_name,track_id,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,temp,time_signature
Baby Boomer,Exodus,Bob Marley & the Wailers,Waiting In Vain - Alternate Version,spotify:track:18nAHjKEvZ9s0aJkjPg79j,208467,0.311,0.325,2,-9.042,1,0.0283,0.0469,0,0.139,0.668,65.09,1
Baby Boomer,Exodus,Bob Marley & the Wailers,Jamming - Long Version,spotify:track:1JD0IQb6UR5BJvRBg6hfTi,168120,0.632,0.471,0,-7.887,1,0.0348,0.313,5.08E-06,0.0712,0.764,121.672,4
Baby Boomer,Exodus,Bob Marley & the Wailers,Jammin',spotify:track:3nx9g7KqzEgLvvY32zgF0O,156827,0.469,0.507,0,-8.917,0,0.0451,0.382,0,0.0783,0.619,112.984,4
Baby Boomer,Exodus,Bob Marley & the Wailers,Exodus - B-Side / Single Version,spotify:track:549XeLNUCJ2i1rGucL0rxY,215160,0.381,0.214,4,-11.629,1,0.0337,0.944,0,0.106,0.393,127.581,3
Baby Boomer,Saturday Night Fever (The Original Movie Soundtrack),Various Artists,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",spotify:track:2xSXw1EqGSAKc1e4TPaQvV,369600,0.482,0.721,0,-6.839,1,0.0321,0.731,0,0.189,0.557,95.263,4
Baby Boomer,Saturday Night Fever (The Original Movie Soundtrack),Various Artists,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",spotify:track:0qp2BkreL7bxaFdc25VihQ,356227,0.504,0.808,11,-7.25,1,0.0584,0.408,0,0.316,0.653,123.866,4
Baby Boomer,Saturday Night Fever (The Original Movie Soundtrack),Various Artists,"Night Fever - From ""Saturday Night Fever"" Soundtrack",spotify:track:0MEaPVD5sOZ17HhhjBZs3Z,245133,0.493,0.579,8,-7.743,1,0.0319,0.772,8.06E-05,0.0759,0.475,93.353,4
Baby Boomer,Saturday Night Fever (The Original Movie Soundtrack),Various Artists,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",spotify:track:3KfFrcJoCFXU2uFiO7XwTh,195693,0.287,0.72,0,-6.231,1,0.0347,0.756,3.41E-06,0.263,0.709,176.302,4
Baby Boomer,Saturday Night Fever (The Original Movie Soundtrack),Various Artists,"If I Can't Have You - From ""Saturday Night Fever""",spotify:track:074AR1n9TLRFUPJqYSvA7r,356707,0.473,0.574,11,-8.189,0,0.032,0.695,0,0.509,0.499,74.056,4
Baby Boomer,Saturday Night Fever (The Original Movie Soundtrack),Various Artists,A Fifth Of Beethoven,spotify:track:1hR3TNe1neCWRQatSVOFfX,327467,0.369,0.691,0,-6.234,1,0.0387,0.778,1.39E-05,0.327,0.382,104.371,4
Baby Boomer,Saturday Night Fever (The Original Movie Soundtrack),Various Artists,More Than A Woman,spotify:track:5ShjoIfQ2smGbEJmtZcnc0,205827,0.49,0.808,10,-6.725,1,0.0409,0.475,0,0.232,0.604,73.434,4
Baby Boomer,Saturday Night Fever (The Original Movie Soundtrack),Various Artists,Manhattan Skyline,spotify:track:4r8aHCSHA98P1BYqvJN8kI,327560,0.497,0.511,7,-8.318,1,0.0271,0.702,0,0.262,0.591,99.5,4
Baby Boomer,Saturday Night Fever (The Original Movie Soundtrack),Various Artists,Calypso Breakdown,spotify:track:3b1spTfHQuTNARogTNdEEg,681400,0.432,0.605,4,-6.941,1,0.0306,0.673,0,0.129,0.647,109.227,4
Baby Boomer,Saturday Night Fever (The Original Movie Soundtrack),Various Artists,Night On Disco Mountain,spotify:track:28tBgzjteGWhCdaqLHnBCp,122893,0.451,0.673,7,-9.115,1,0.0734,0.0857,0.00225,0.797,0.583,95.513,4
Baby Boomer,Saturday Night Fever (The Original Movie Soundtrack),Various Artists,Open Sesame,spotify:track:50x1irgeizXACZHBVjOwaQ,164107,0.705,0.515,4,-9.343,1,0.0337,0.365,0,0.389,0.803,112.035,4
Baby Boomer,Saturday Night Fever (The Original Movie Soundtrack),Various Artists,"Jive Talkin' - From ""Saturday Night Fever"" Soundtrack",spotify:track:42JeTLyBwAsF1ZstI13ZYn,208467,0.311,0.325,2,-9.042,1,0.0283,0.0469,0,0.139,0.668,65.09,1
Baby Boomer,Saturday Night Fever (The Original Movie Soundtrack),Various Artists,"You Should Be Dancing - Edit / From ""Saturday Night Fever"" Soundtrack",spotify:track:7pzmpzvdtgIFKQz2vHbkOp,168120,0.632,0.471,0,-7.887,1,0.0348,0.313,5.08E-06,0.0712,0.764,121.672,4
Baby Boomer,Saturday Night Fever (The Original Movie Soundtrack),Various Artists,Boogie Shoes,spotify:track:00rC38CxKlB12JUrFlTtdo,156827,0.469,0.507,0,-8.917,0,0.0451,0.382,0,0.0783,0.619,112.984,4
Baby Boomer,Saturday Night Fever (The Original Movie Soundtrack),Various Artists,Salsation,spotify:track:5Lh9kNx3ipZC5rcaUkzKqo,215160,0.381,0.214,4,-11.629,1,0.0337,0.944,0,0.106,0.393,127.581,3
Baby Boomer,Saturday Night Fever (The Original Movie Soundtrack),Various Artists,K-Jee,spotify:track:5w23eYaDFKvK7RUTjkwQ56,157533,0.526,0.413,0,-9.865,1,0.0446,0.338,0,0.0992,0.71,111.874,4
Baby Boomer,Saturday Night Fever (The Original Movie Soundtrack),Various Artists,Disco Inferno,spotify:track:41770OEb7f3rWxhmdDGd0s,304667,0.352,0.479,6,-9.965,1,0.0338,0.339,0.000353,0.486,0.354,126.166,4
Baby Boomer,Saturday Night Fever (The Original Movie Soundtrack),Various Artists,Stayin’ Alive - Serban Mix,spotify:track:53PwxPLdWS1tsNgoAfxTv4,157667,0.704,0.241,1,-13.258,1,0.0476,0.625,2.8E-05,0.0868,0.661,140.411,4
Baby Boomer,Saturday Night Fever (The Original Movie Soundtrack),Various Artists,Night Fever - Serban Mix,spotify:track:7CD7yloFjtrD75PRbZwgUN,162093,0.61,0.471,8,-9.151,0,0.0261,0.0634,0,0.118,0.63,87.379,4
Baby Boomer,Saturday Night Fever (The Original Movie Soundtrack),Various Artists,How Deep Is Your Love - Serban Mix,spotify:track:7hc7MTHJtzm3if3lFxqQoI,161227,0.542,0.618,2,-8.876,1,0.139,0.0858,0,0.772,0.93,121.849,3
Baby Boomer,Saturday Night Fever (The Original Movie Soundtrack),Various Artists,You Should Be Dancing - Serban Mix,spotify:track:1kOobcwqi08IGUYFGnuM7o,79067,0.653,0.889,0,-8.006,1,0.0453,0.0061,0.589,0.892,0.879,118.773,4
Generation X,Nevermind,Nirvana,Smells Like Teen Spirit,spotify:track:5ghIJDpPoe3CfHMGu71E6T,301920,0.502,0.912,1,-4.556,1,0.0564,2.55E-05,0.000173,0.106,0.72,116.761,4
Generation X,Nevermind,Nirvana,In Bloom - Nevermind Version,spotify:track:30HCB1FoE77IfGRyNv4eFq,255080,0.436,0.876,10,-4.902,0,0.0647,3.33E-05,0.000104,0.205,0.512,157.044,4
Generation X,Nevermind,Nirvana,Come As You Are,spotify:track:4P5KoWXOxwuobLmHXLMobV,218920,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,4
Generation X,Nevermind,Nirvana,Breed,spotify:track:5mJGLBNJM0GULqAoL5mb9C,184040,0.262,0.969,4,-4.675,1,0.0894,3.69E-06,0.00213,0.133,0.263,158.433,4
Generation X,Nevermind,Nirvana,Lithium,spotify:track:2YodwKJnbPyNKe8XXSE9V7,257053,0.678,0.656,7,-6.41,1,0.0381,0.00174,0,0.0631,0.485,123.207,4
Generation X,Nevermind,Nirvana,Polly,spotify:track:3tlXDvaNrrOmdvG0XVUOcv,173853,0.83,0.382,2,-11.231,0,0.0566,0.884,0.301,0.11,0.54,121.12,4
Generation X,Nevermind,Nirvana,Territorial Pissings,spotify:track:2jmVGWe4MYY1zAAzpFHHcC,142947,0.285,0.979,2,-4.428,1,0.175,0.000144,0,0.334,0.108,182.7,4
Generation X,Nevermind,Nirvana,Drain You,spotify:track:5Ddlk6C2JVxb1SReZ6O1wk,223880,0.325,0.929,11,-5.625,0,0.0695,0.000129,2.22E-06,0.184,0.198,133.358,4
Generation X,Nevermind,Nirvana,Lounge Act,spotify:track:7glld4kxYHp61zIPtSVHNk,156427,0.341,0.964,11,-5.327,0,0.107,1.26E-05,0.000103,0.151,0.459,152.192,4
Generation X,Nevermind,Nirvana,Stay Away,spotify:track:4l012k8ZcAdVbUvZ4kae5Q,211440,0.367,0.981,11,-5.1,0,0.128,5.39E-06,0.0461,0.0822,0.205,165.21,4
Generation X,Nevermind,Nirvana,On A Plain,spotify:track:651koV4RRMMX6NDbW1ElwP,194427,0.428,0.946,2,-4.674,1,0.102,0.000119,3.37E-06,0.141,0.358,133.26,4
Generation X,Nevermind,Nirvana,Something In The Way,spotify:track:1nFtiJxYdhtFfFtfXBv06s,232147,0.427,0.201,8,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,4
Generation X,Nevermind,Nirvana,Endless Nameless,spotify:track:0vNHCXmNzVa8h54SE3JDm7,403293,0.271,0.959,7,-5.866,1,0.125,0.000256,0.854,0.0858,0.0642,131.846,4
Generation X,Ten,Pearl Jam,NI BIEN NI MAL,spotify:track:278kSqsZIiYp8p3QjYAqa8,301920,0.502,0.912,1,-4.556,1,0.0564,2.55E-05,0.000173,0.106,0.72,116.761,4
Generation X,Ten,Pearl Jam,200 Mph,spotify:track:5jGUJXnELDaDTgiRjD9lsg,255080,0.436,0.876,10,-4.902,0,0.0647,3.33E-05,0.000104,0.205,0.512,157.044,4
Generation X,Ten,Pearl Jam,¿Quien Tu Eres?,spotify:track:6kN06eEOblRAuWI0xUUS91,218920,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,4
Generation X,Ten,Pearl Jam,Caro,spotify:track:6it15CsDlkqB7N4lF0C1qM,184040,0.262,0.969,4,-4.675,1,0.0894,3.69E-06,0.00213,0.133,0.263,158.433,4
Generation X,Ten,Pearl Jam,Tenemos Que Hablar,spotify:track:5VQpJ2AY2iMzrRZKgcvNjh,257053,0.678,0.656,7,-6.41,1,0.0381,0.00174,0,0.0631,0.485,123.207,4
Generation X,Ten,Pearl Jam,Otra Noche en Miami,spotify:track:4vCAzANUWDE24URV6wQ4ra,173853,0.83,0.382,2,-11.231,0,0.0566,0.884,0.301,0.11,0.54,121.12,4
Generation X,Ten,Pearl Jam,Ser Bichote,spotify:track:4UEuIEv9Wc3wtiWUplGJ7q,142947,0.285,0.979,2,-4.428,1,0.175,0.000144,0,0.334,0.108,182.7,4
Generation X,Ten,Pearl Jam,Si Estuviésemos Juntos,spotify:track:35wvL50xvKpCHEJPxLOLPI,223880,0.325,0.929,11,-5.625,0,0.0695,0.000129,2.22E-06,0.184,0.198,133.358,4
Generation X,Ten,Pearl Jam,Solo de Mi,spotify:track:4uP3pUP18ennmz0tb3GphR,156427,0.341,0.964,11,-5.327,0,0.107,1.26E-05,0.000103,0.151,0.459,152.192,4
Generation X,Ten,Pearl Jam,Cuando Perriabas,spotify:track:5mj8WVFcKdGA8p9HWGTSLc,211440,0.367,0.981,11,-5.1,0,0.128,5.39E-06,0.0461,0.0822,0.205,165.21,4
Generation X,Ten,Pearl Jam,La Romana,spotify:track:1khmgu0pveJbkbpbkyvcQv,194427,0.428,0.946,2,-4.674,1,0.102,0.000119,3.37E-06,0.141,0.358,133.26,4
Generation X,Ten,Pearl Jam,Como Antes,spotify:track:69ZaPBHhRMRDjRpW1ivnOU,232147,0.427,0.201,8,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,4
Generation X,Ten,Pearl Jam,RLNDT,spotify:track:6pZHZndlo57dPCYnvlYFOE,403293,0.271,0.959,7,-5.866,1,0.125,0.000256,0.854,0.0858,0.0642,131.846,4
Generation X,Ten,Pearl Jam,Estamos Bien,spotify:track:2OWVCFTolecLiGZPquvWvT,236216,0.826,0.449,5,-8.33,0,0.0674,0.556,1.85E-05,0.273,0.337,128.028,4
Generation X,Ten,Pearl Jam,MIA,spotify:track:3gE4eQH3K83Sght0ZLvuBK,170509,0.85,0.5,8,-6.708,1,0.0665,0.0139,0.000384,0.0947,0.816,160.02,4
Generation X,The Chronic,Dr. Dre,Za Intro,spotify:track:3ly55KcHynFmnLC4rIS1I9,301920,0.502,0.912,1,-4.556,1,0.0564,2.55E-05,0.000173,0.106,0.72,116.761,4
Generation X,The Chronic,Dr. Dre,Papercuts,spotify:track:7DuQR4z7LlwRwc8me77lQE,255080,0.436,0.876,10,-4.902,0,0.0647,3.33E-05,0.000104,0.205,0.512,157.044,4
Generation X,The Chronic,Dr. Dre,Petrified Life and the Twice Told Joke (Decrepit Bricks),spotify:track:6j6gfFkEN7i3bcK420MXY7,218920,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,4
Generation X,The Chronic,Dr. Dre,Make Out Club,spotify:track:1dAoX0xlJNHplf2XnajfyV,184040,0.262,0.969,4,-4.675,1,0.0894,3.69E-06,0.00213,0.133,0.263,158.433,4
Generation X,The Chronic,Dr. Dre,Taxi Driver,spotify:track:3pPRpc4h3EpfmPFlmRLa3w,257053,0.678,0.656,7,-6.41,1,0.0381,0.00174,0,0.0631,0.485,123.207,4
Generation X,The Chronic,Dr. Dre,So Long Friend,spotify:track:7aQ9c2MuMtqKIFWYQ3lkHn,173853,0.83,0.382,2,-11.231,0,0.0566,0.884,0.301,0.11,0.54,121.12,4
Generation X,The Chronic,Dr. Dre,Everyday's Forecast,spotify:track:76m0jeFQOPdhWWw8ajFtTk,142947,0.285,0.979,2,-4.428,1,0.175,0.000144,0,0.334,0.108,182.7,4
Generation X,The Chronic,Dr. Dre,Pillmatic,spotify:track:0PKJVwHrtTvzb1s5dLnQj9,223880,0.325,0.929,11,-5.625,0,0.0695,0.000129,2.22E-06,0.184,0.198,133.358,4
Generation X,The Chronic,Dr. Dre,Simple Livin',spotify:track:7yUjVFImNSJSWa5lKXcGsK,156427,0.341,0.964,11,-5.327,0,0.107,1.26E-05,0.000103,0.151,0.459,152.192,4
Generation X,The Chronic,Dr. Dre,Cupid's Chokehold / Breakfast in America,spotify:track:2Lhdl74nwwVGOE2Gv35QuK,211440,0.367,0.981,11,-5.1,0,0.128,5.39E-06,0.0461,0.0822,0.205,165.21,4
Generation X,The Chronic,Dr. Dre,Faces in the Hall,spotify:track:1jQlUGewes2CPhjF1STyIV,194427,0.428,0.946,2,-4.674,1,0.102,0.000119,3.37E-06,0.141,0.358,133.26,4
Generation X,The Chronic,Dr. Dre,Graduation Day,spotify:track:1TlrTt4I1cS2f5t2NHT4sf,232147,0.427,0.201,8,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,4
Generation X,The Chronic,Dr. Dre,Apollo 3-1-5,spotify:track:0h6ag2uagWHjZoJayuoVSa,403293,0.271,0.959,7,-5.866,1,0.125,0.000256,0.854,0.0858,0.0642,131.846,4
Generation X,The Chronic,Dr. Dre,Wejustfreestylin' Pt. 2,spotify:track:7vzSJHtCDbm7XohuWLX9yk,236216,0.826,0.449,5,-8.33,0,0.0674,0.556,1.85E-05,0.273,0.337,128.028,4
Generation X,The Chronic,Dr. Dre,To Bob Ross with Love,spotify:track:2sjUAoK4CfGP36I9tLiJVr,170509,0.85,0.5,8,-6.708,1,0.0665,0.0139,0.000384,0.0947,0.816,160.02,4
Generation X,The Chronic,Dr. Dre,Papercuts (The Reason for the Lesions Remix by Mr. Dibbs),spotify:track:5I7c2f9tfZxy57wWWvPPX2,159229,0.727,0.58,2,-6.804,0,0.136,0.185,3.58E-06,0.125,0.325,137.048,4
Generation X,The Chronic,Dr. Dre,Kid Nothing Boy vs. the Echo Factor,spotify:track:1tlr4UNSmIimhZPXoPH16l,229456,0.651,0.575,0,-7.739,1,0.299,0.627,0.000202,0.0961,0.248,160.007,4
Generation X,The Chronic,Dr. Dre,Band Aids,spotify:track:7mSngvDYGZHLqIAdqXmWSK,224512,0.855,0.512,11,-8.165,1,0.0534,0.146,0.000854,0.107,0.144,146.075,4
Generation X,OK Computer,Radiohead,Airbag,spotify:track:7c378mlmubSu7NGkLFa4sN,301920,0.502,0.912,1,-4.556,1,0.0564,2.55E-05,0.000173,0.106,0.72,116.761,4
Generation X,OK Computer,Radiohead,Paranoid Android,spotify:track:6LgJvl0Xdtc73RJ1mmpotq,255080,0.436,0.876,10,-4.902,0,0.0647,3.33E-05,0.000104,0.205,0.512,157.044,4
Generation X,OK Computer,Radiohead,Subterranean Homesick Alien,spotify:track:2CVV8PtUYYsux8XOzWkCP0,218920,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,4
Generation X,OK Computer,Radiohead,Exit Music (For A Film),spotify:track:0z1o5L7HJx562xZSATcIpY,184040,0.262,0.969,4,-4.675,1,0.0894,3.69E-06,0.00213,0.133,0.263,158.433,4
Generation X,OK Computer,Radiohead,Let Down,spotify:track:2fuYa3Lx06QQJAm0MjztKr,257053,0.678,0.656,7,-6.41,1,0.0381,0.00174,0,0.0631,0.485,123.207,4
Generation X,OK Computer,Radiohead,Karma Police,spotify:track:63OQupATfueTdZMWTxW03A,173853,0.83,0.382,2,-11.231,0,0.0566,0.884,0.301,0.11,0.54,121.12,4
Generation X,OK Computer,Radiohead,Fitter Happier,spotify:track:6wnmRxEbwUK7WLyUtiRuT7,142947,0.285,0.979,2,-4.428,1,0.175,0.000144,0,0.334,0.108,182.7,4
Generation X,OK Computer,Radiohead,Electioneering,spotify:track:0gTRROuntlrPQ64W3J2Etv,223880,0.325,0.929,11,-5.625,0,0.0695,0.000129,2.22E-06,0.184,0.198,133.358,4
Generation X,OK Computer,Radiohead,Climbing Up the Walls,spotify:track:2PDQReEXBViVwkrbQ34vd7,156427,0.341,0.964,11,-5.327,0,0.107,1.26E-05,0.000103,0.151,0.459,152.192,4
Generation X,OK Computer,Radiohead,No Surprises,spotify:track:10nyNJ6zNy2YVYLrcwLccB,211440,0.367,0.981,11,-5.1,0,0.128,5.39E-06,0.0461,0.0822,0.205,165.21,4
Generation X,OK Computer,Radiohead,Lucky,spotify:track:14xj58ZexBaEaHARb11Cqs,194427,0.428,0.946,2,-4.674,1,0.102,0.000119,3.37E-06,0.141,0.358,133.26,4
Generation X,OK Computer,Radiohead,The Tourist,spotify:track:1UuaWKypSkIHxFZD03zw4m,232147,0.427,0.201,8,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,4
Generation X,The Battle Of Los Angeles,Rage Against the Machine,Testify,spotify:track:7lmeHLHBe4nmXzuXc0HDjk,301920,0.502,0.912,1,-4.556,1,0.0564,2.55E-05,0.000173,0.106,0.72,116.761,4
Generation X,The Battle Of Los Angeles,Rage Against the Machine,Guerrilla Radio,spotify:track:1wsRitfRRtWyEapl0q22o8,255080,0.436,0.876,10,-4.902,0,0.0647,3.33E-05,0.000104,0.205,0.512,157.044,4
Generation X,The Battle Of Los Angeles,Rage Against the Machine,Calm Like a Bomb,spotify:track:1hR0fIFK2qRG3f3RF70pb7,218920,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,4
Generation X,The Battle Of Los Angeles,Rage Against the Machine,Mic Check,spotify:track:2lbASgTSoDO7MTuLAXlTW0,184040,0.262,0.969,4,-4.675,1,0.0894,3.69E-06,0.00213,0.133,0.263,158.433,4
Generation X,The Battle Of Los Angeles,Rage Against the Machine,Sleep Now In the Fire,spotify:track:1MQTmpYOZ6fcMQc56Hdo7T,257053,0.678,0.656,7,-6.41,1,0.0381,0.00174,0,0.0631,0.485,123.207,4
Generation X,The Battle Of Los Angeles,Rage Against the Machine,Born of a Broken Man,spotify:track:2LXPNLSMAauNJfnC58lSqY,173853,0.83,0.382,2,-11.231,0,0.0566,0.884,0.301,0.11,0.54,121.12,4
Generation X,The Battle Of Los Angeles,Rage Against the Machine,Born As Ghosts,spotify:track:3moeHk8eIajvUEzVocXukf,142947,0.285,0.979,2,-4.428,1,0.175,0.000144,0,0.334,0.108,182.7,4
Generation X,The Battle Of Los Angeles,Rage Against the Machine,Maria,spotify:track:4llunZfVXv3NvUzXVB3VVL,223880,0.325,0.929,11,-5.625,0,0.0695,0.000129,2.22E-06,0.184,0.198,133.358,4
Generation X,The Battle Of Los Angeles,Rage Against the Machine,Voice of the Voiceless,spotify:track:21Mq0NzFoVRvOmLTOnJjng,156427,0.341,0.964,11,-5.327,0,0.107,1.26E-05,0.000103,0.151,0.459,152.192,4
Generation X,The Battle Of Los Angeles,Rage Against the Machine,New Millennium Homes,spotify:track:6s2FgJbnnMwFTpWJZzvb6z,211440,0.367,0.981,11,-5.1,0,0.128,5.39E-06,0.0461,0.0822,0.205,165.21,4
Generation X,The Battle Of Los Angeles,Rage Against the Machine,Ashes In the Fall,spotify:track:7o2Razxnl33Jrgz4PpMYNa,194427,0.428,0.946,2,-4.674,1,0.102,0.000119,3.37E-06,0.141,0.358,133.26,4
Generation X,The Battle Of Los Angeles,Rage Against the Machine,War Within a Breath,spotify:track:3Hxu3Ey1TV9mZ5XqMXckiS,232147,0.427,0.201,8,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,4
Generation X,Sublime,Sublime,Garden Grove,spotify:track:5tFpkuwgFZQm3jv4PTX4VB,301920,0.502,0.912,1,-4.556,1,0.0564,2.55E-05,0.000173,0.106,0.72,116.761,4
Generation X,Sublime,Sublime,What I Got,spotify:track:3B4q6KbHbGV51HO3GznBFF,255080,0.436,0.876,10,-4.902,0,0.0647,3.33E-05,0.000104,0.205,0.512,157.044,4
Generation X,Sublime,Sublime,Wrong Way,spotify:track:2PdIo7ewQPuAsP99LVg9uy,218920,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,4
Generation X,Sublime,Sublime,Same In The End,spotify:track:3kGt9uxpJzKTxwp2uJHrU5,184040,0.262,0.969,4,-4.675,1,0.0894,3.69E-06,0.00213,0.133,0.263,158.433,4
Generation X,Sublime,Sublime,April 29 1992 (Miami),spotify:track:2CLSHTGF4jYXx2RCz1h0dS,257053,0.678,0.656,7,-6.41,1,0.0381,0.00174,0,0.0631,0.485,123.207,4
Generation X,Sublime,Sublime,Santeria,spotify:track:2hnMS47jN0etwvFPzYk11f,173853,0.83,0.382,2,-11.231,0,0.0566,0.884,0.301,0.11,0.54,121.12,4
Generation X,Sublime,Sublime,Seed,spotify:track:2PkqXRMFpp3jDTbHQMIaEt,142947,0.285,0.979,2,-4.428,1,0.175,0.000144,0,0.334,0.108,182.7,4
Generation X,Sublime,Sublime,Jailhouse,spotify:track:01ZoBkMJAxjPx5gQcNR7Yl,223880,0.325,0.929,11,-5.625,0,0.0695,0.000129,2.22E-06,0.184,0.198,133.358,4
Generation X,Sublime,Sublime,Pawn Shop,spotify:track:4DXrhZ4tF3BeVm2aLdhdKG,156427,0.341,0.964,11,-5.327,0,0.107,1.26E-05,0.000103,0.151,0.459,152.192,4
Generation X,Sublime,Sublime,Paddle Out,spotify:track:1YF9KXxz9ZFwfe39wUoeeE,211440,0.367,0.981,11,-5.1,0,0.128,5.39E-06,0.0461,0.0822,0.205,165.21,4
Generation X,Sublime,Sublime,The Ballad Of Johnny Butt,spotify:track:1HR7HJpYDNK495Ei5FWSIM,194427,0.428,0.946,2,-4.674,1,0.102,0.000119,3.37E-06,0.141,0.358,133.26,4
Generation X,Sublime,Sublime,Burritos,spotify:track:18bt6V3IWTCp68uk5xxdtz,232147,0.427,0.201,8,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,4
Generation X,Sublime,Sublime,Under My Voodoo,spotify:track:650LnPjfwKIn1Lzwnmiscj,403293,0.271,0.959,7,-5.866,1,0.125,0.000256,0.854,0.0858,0.0642,131.846,4
Generation X,Sublime,Sublime,Get Ready,spotify:track:1ZnEt1m6su6qBHXncpLt01,236216,0.826,0.449,5,-8.33,0,0.0674,0.556,1.85E-05,0.273,0.337,128.028,4
Generation X,Sublime,Sublime,Caress Me Down,spotify:track:2JKlf0IYz5oWsT3OCLyjpO,170509,0.85,0.5,8,-6.708,1,0.0665,0.0139,0.000384,0.0947,0.816,160.02,4
Generation X,Sublime,Sublime,What I Got - Reprise,spotify:track:4U81vDKgj0QyxtcVl8IKCu,159229,0.727,0.58,2,-6.804,0,0.136,0.185,3.58E-06,0.125,0.325,137.048,4
Generation X,Sublime,Sublime,Doin' Time,spotify:track:4eamJr2k9YDH8j58RSTmSc,229456,0.651,0.575,0,-7.739,1,0.299,0.627,0.000202,0.0961,0.248,160.007,4
Generation X,Blood Sugar Sex Magik,Red Hot Chili Peppers,The Power of Equality,spotify:track:0eX5QY6o5cb9W72zVmWWjV,301920,0.502,0.912,1,-4.556,1,0.0564,2.55E-05,0.000173,0.106,0.72,116.761,4
Generation X,Blood Sugar Sex Magik,Red Hot Chili Peppers,If You Have to Ask,spotify:track:2R6go62CuxqqX0w1TgXxes,255080,0.436,0.876,10,-4.902,0,0.0647,3.33E-05,0.000104,0.205,0.512,157.044,4
Generation X,Blood Sugar Sex Magik,Red Hot Chili Peppers,Breaking the Girl,spotify:track:0cG9ocYqYOIVtgiWTmTe3g,218920,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,4
Generation X,Blood Sugar Sex Magik,Red Hot Chili Peppers,Funky Monks,spotify:track:68uWKoPwSxYE6DVylRA1XI,184040,0.262,0.969,4,-4.675,1,0.0894,3.69E-06,0.00213,0.133,0.263,158.433,4
Generation X,Blood Sugar Sex Magik,Red Hot Chili Peppers,Suck My Kiss,spotify:track:0psB5QzGb4653K0uaPgEyh,257053,0.678,0.656,7,-6.41,1,0.0381,0.00174,0,0.0631,0.485,123.207,4
Generation X,Blood Sugar Sex Magik,Red Hot Chili Peppers,I Could Have Lied,spotify:track:0NSbiBKXoODbsPwjSivfBr,173853,0.83,0.382,2,-11.231,0,0.0566,0.884,0.301,0.11,0.54,121.12,4
Generation X,Blood Sugar Sex Magik,Red Hot Chili Peppers,Mellowship Slinky in B Major,spotify:track:5TYQonY07iJP2ULhR4ptce,142947,0.285,0.979,2,-4.428,1,0.175,0.000144,0,0.334,0.108,182.7,4
Generation X,Blood Sugar Sex Magik,Red Hot Chili Peppers,The Righteous & the Wicked,spotify:track:5ITOTuCOy6y4PB55CSZADE,223880,0.325,0.929,11,-5.625,0,0.0695,0.000129,2.22E-06,0.184,0.198,133.358,4
Generation X,Blood Sugar Sex Magik,Red Hot Chili Peppers,Give It Away,spotify:track:0uppYCG86ajpV2hSR3dJJ0,156427,0.341,0.964,11,-5.327,0,0.107,1.26E-05,0.000103,0.151,0.459,152.192,4
Generation X,Blood Sugar Sex Magik,Red Hot Chili Peppers,Blood Sugar Sex Magik,spotify:track:4ddA4oHvhrGx196qF5ZyQe,211440,0.367,0.981,11,-5.1,0,0.128,5.39E-06,0.0461,0.0822,0.205,165.21,4
Generation X,Blood Sugar Sex Magik,Red Hot Chili Peppers,Under the Bridge,spotify:track:3d9DChrdc6BOeFsbrZ3Is0,194427,0.428,0.946,2,-4.674,1,0.102,0.000119,3.37E-06,0.141,0.358,133.26,4
Generation X,Blood Sugar Sex Magik,Red Hot Chili Peppers,Naked in the Rain,spotify:track:6xid2NOIS1aqviPPe67OqF,232147,0.427,0.201,8,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,4
Generation X,Blood Sugar Sex Magik,Red Hot Chili Peppers,Apache Rose Peacock,spotify:track:3p3BfV7NeWCAHx9tSwsJEQ,403293,0.271,0.959,7,-5.866,1,0.125,0.000256,0.854,0.0858,0.0642,131.846,4
Generation X,Blood Sugar Sex Magik,Red Hot Chili Peppers,The Greeting Song,spotify:track:5HYKskVhty99c7Txyydwmp,236216,0.826,0.449,5,-8.33,0,0.0674,0.556,1.85E-05,0.273,0.337,128.028,4
