album,artist,track_name,track_id,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,temp,time_signature
Exodus,Bob Marley & the Wailers,Exodus - B-Side / Single Version,spotify:track:549XeLNUCJ2i1rGucL0rxY,215160,0.381,0.214,4,-11.629,1,0.0337,0.944,0,0.106,0.393,127.581,3
Saturday Night Fever (The Original Movie Soundtrack),Various Artists,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",spotify:track:2xSXw1EqGSAKc1e4TPaQvV,369600,0.482,0.721,0,-6.839,1,0.0321,0.731,0,0.189,0.557,95.263,4
Saturday Night Fever (The Original Movie Soundtrack),Various Artists,"How Deep Is Your Love - From ""Saturday Night Fever"" Soundtrack",spotify:track:0qp2BkreL7bxaFdc25VihQ,356227,0.504,0.808,11,-7.25,1,0.0584,0.408,0,0.316,0.653,123.866,4
Saturday Night Fever (The Original Movie Soundtrack),Various Artists,"Night Fever - From ""Saturday Night Fever"" Soundtrack",spotify:track:0MEaPVD5sOZ17HhhjBZs3Z,245133,0.493,0.579,8,-7.743,1,0.0319,0.772,8.06E-05,0.0759,0.475,93.353,4
Saturday Night Fever (The Original Movie Soundtrack),Various Artists,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",spotify:track:3KfFrcJoCFXU2uFiO7XwTh,195693,0.287,0.72,0,-6.231,1,0.0347,0.756,3.41E-06,0.263,0.709,176.302,4
Saturday Night Fever (The Original Movie Soundtrack),Various Artists,"If I Can't Have You - From ""Saturday Night Fever""",spotify:track:074AR1n9TLRFUPJqYSvA7r,356707,0.473,0.574,11,-8.189,0,0.032,0.695,0,0.509,0.499,74.056,4
Saturday Night Fever (The Original Movie Soundtrack),Various Artists,A Fifth Of Beethoven,spotify:track:1hR3TNe1neCWRQatSVOFfX,327467,0.369,0.691,0,-6.234,1,0.0387,0.778,1.39E-05,0.327,0.382,104.371,4
Saturday Night Fever (The Original Movie Soundtrack),Various Artists,More Than A Woman,spotify:track:5ShjoIfQ2smGbEJmtZcnc0,205827,0.49,0.808,10,-6.725,1,0.0409,0.475,0,0.232,0.604,73.434,4
Saturday Night Fever (The Original Movie Soundtrack),Various Artists,Manhattan Skyline,spotify:track:4r8aHCSHA98P1BYqvJN8kI,327560,0.497,0.511,7,-8.318,1,0.0271,0.702,0,0.262,0.591,99.5,4
Saturday Night Fever (The Original Movie Soundtrack),Various Artists,Calypso Breakdown,spotify:track:3b1spTfHQuTNARogTNdEEg,681400,0.432,0.605,4,-6.941,1,0.0306,0.673,0,0.129,0.647,109.227,4
Saturday Night Fever (The Original Movie Soundtrack),Various Artists,Night On Disco Mountain,spotify:track:28tBgzjteGWhCdaqLHnBCp,122893,0.451,0.673,7,-9.115,1,0.0734,0.0857,0.00225,0.797,0.583,95.513,4
Saturday Night Fever (The Original Movie Soundtrack),Various Artists,Open Sesame,spotify:track:50x1irgeizXACZHBVjOwaQ,164107,0.705,0.515,4,-9.343,1,0.0337,0.365,0,0.389,0.803,112.035,4
Saturday Night Fever (The Original Movie Soundtrack),Various Artists,"Jive Talkin' - From ""Saturday Night Fever"" Soundtrack",spotify:track:42JeTLyBwAsF1ZstI13ZYn,208467,0.311,0.325,2,-9.042,1,0.0283,0.0469,0,0.139,0.668,65.09,1
Saturday Night Fever (The Original Movie Soundtrack),Various Artists,"You Should Be Dancing - Edit / From ""Saturday Night Fever"" Soundtrack",spotify:track:7pzmpzvdtgIFKQz2vHbkOp,168120,0.632,0.471,0,-7.887,1,0.0348,0.313,5.08E-06,0.0712,0.764,121.672,4
Saturday Night Fever (The Original Movie Soundtrack),Various Artists,Boogie Shoes,spotify:track:00rC38CxKlB12JUrFlTtdo,156827,0.469,0.507,0,-8.917,0,0.0451,0.382,0,0.0783,0.619,112.984,4
Saturday Night Fever (The Original Movie Soundtrack),Various Artists,Salsation,spotify:track:5Lh9kNx3ipZC5rcaUkzKqo,215160,0.381,0.214,4,-11.629,1,0.0337,0.944,0,0.106,0.393,127.581,3
Saturday Night Fever (The Original Movie Soundtrack),Various Artists,K-Jee,spotify:track:5w23eYaDFKvK7RUTjkwQ56,157533,0.526,0.413,0,-9.865,1,0.0446,0.338,0,0.0992,0.71,111.874,4
Saturday Night Fever (The Original Movie Soundtrack),Various Artists,Disco Inferno,spotify:track:41770OEb7f3rWxhmdDGd0s,304667,0.352,0.479,6,-9.965,1,0.0338,0.339,0.000353,0.486,0.354,126.166,4
Saturday Night Fever (The Original Movie Soundtrack),Various Artists,Stayin’ Alive - Serban Mix,spotify:track:53PwxPLdWS1tsNgoAfxTv4,157667,0.704,0.241,1,-13.258,1,0.0476,0.625,2.8E-05,0.0868,0.661,140.411,4
Saturday Night Fever (The Original Movie Soundtrack),Various Artists,Night Fever - Serban Mix,spotify:track:7CD7yloFjtrD75PRbZwgUN,162093,0.61,0.471,8,-9.151,0,0.0261,0.0634,0,0.118,0.63,87.379,4
Saturday Night Fever (The Original Movie Soundtrack),Various Artists,How Deep Is Your Love - Serban Mix,spotify:track:7hc7MTHJtzm3if3lFxqQoI,161227,0.542,0.618,2,-8.876,1,0.139,0.0858,0,0.772,0.93,121.849,3
Saturday Night Fever (The Original Movie Soundtrack),Various Artists,You Should Be Dancing - Serban Mix,spotify:track:1kOobcwqi08IGUYFGnuM7o,79067,0.653,0.889,0,-8.006,1,0.0453,0.0061,0.589,0.892,0.879,118.773,4
